annotator subject1 verb1 object1 subject2 verb2 object2 score
participant71 government use power authority exercise influence 7
participant71 group hold meeting man lift hand 2
participant71 product satisfy demand commodity meet requirement 6
participant71 case require attention patient need treatment 7
participant71 man wave hand employee start work 2
participant71 member express view pupil achieve end 4
participant71 woman drink water system use method 1
participant71 service provide help researcher develop technique 2
participant73 pupil use knowledge student acquire skill 5
participant73 superpower fight war plan increase number 1
participant73 researcher develop technique system use method 4
participant73 pupil achieve end student reach level 5
participant73 people remember name physician pass time 1
participant73 wife pour tea worker join party 2
participant73 paper address question study pose problem 5
participant73 family receive letter survey collect information 3
participant73 member express view company suffer loss 2
participant73 employee start work graduate begin career 5
participant73 delegate buy land mother leave house 1
participant73 panel discuss issue project present problem 5
participant73 report stress importance study emphasise need 5
participant73 agent sell property family buy home 3
participant73 charity help people school encourage child 4
participant73 design reduce amount company cut cost 5
participant73 firm cause injury question raise head 3
participant73 man shut door page provide datum 1
participant73 road cross line route follow road 1
participant73 drug produce effect committee consider matter 2
participant73 user send message man hear word 1
participant73 patient need treatment programme offer support 2
participant73 force win battle commodity meet requirement 3
participant73 member attend conference group hold meeting 6
participant73 team win match people play game 6
participant73 company provide system government use power 2
participant73 medication achieve result man lift hand 1
participant73 gentleman close eye father stretch arm 3
participant73 programme face difficulty parent set example 3
participant73 girl like people woman ask man 2
participant73 author write book writer read word 3
participant73 case require attention customer pay price 3
participant73 man wave hand employee leave company 4
participant73 woman drink water doctor use test 1
participant73 people share interest authority exercise influence 1
participant73 service provide help product satisfy demand 3
participant76 pupil use knowledge company provide system 1
participant76 superpower fight war team win match 1
participant76 programme offer support road cross line 1
participant76 wife pour tea study emphasise need 1
participant76 author write book man hear word 1
participant76 page provide datum student reach level 1
participant76 route follow road parent set example 1
participant76 delegate buy land agent sell property 1
participant76 report stress importance company cut cost 1
participant76 woman ask man father stretch arm 1
participant76 charity help people panel discuss issue 1
participant76 question raise head paper address question 1
participant76 customer pay price graduate begin career 1
participant76 committee consider matter study pose problem 1
participant76 worker join party employee leave company 1
participant76 man shut door gentleman close eye 1
participant76 plan increase number design reduce amount 1
participant76 user send message family receive letter 1
participant76 force win battle people play game 1
participant76 member attend conference people share interest 1
participant76 writer read word people remember name 1
participant76 company suffer loss firm cause injury 1
participant76 doctor use test physician pass time 1
participant76 mother leave house school encourage child 1
participant76 project present problem programme face difficulty 1
participant76 medication achieve result drug produce effect 2
participant76 student acquire skill family buy home 1
participant76 girl like people survey collect information 1
participant76 government use power authority exercise influence 2
participant76 group hold meeting man lift hand 1
participant76 product satisfy demand commodity meet requirement 2
participant76 case require attention patient need treatment 4
participant76 man wave hand employee start work 1
participant76 member express view pupil achieve end 2
participant76 woman drink water system use method 1
participant76 service provide help researcher develop technique 1
participant81 pupil use knowledge company provide system 5
participant81 superpower fight war team win match 5
participant81 programme offer support road cross line 2
participant81 wife pour tea study emphasise need 1
participant81 product satisfy demand commodity meet requirement 7
participant81 member express view pupil achieve end 5
participant81 route follow road parent set example 1
participant81 delegate buy land agent sell property 1
participant81 report stress importance company cut cost 1
participant81 woman ask man father stretch arm 2
participant81 charity help people panel discuss issue 5
participant81 question raise head paper address question 4
participant81 customer pay price graduate begin career 3
participant81 committee consider matter study pose problem 4
participant81 worker join party employee leave company 1
participant81 man shut door gentleman close eye 2
participant81 plan increase number design reduce amount 1
participant81 user send message family receive letter 1
participant81 force win battle people play game 4
participant81 member attend conference people share interest 4
participant81 writer read word people remember name 2
participant81 company suffer loss firm cause injury 1
participant81 doctor use test physician pass time 3
participant81 mother leave house school encourage child 3
participant81 project present problem programme face difficulty 5
participant81 medication achieve result drug produce effect 6
participant81 student acquire skill family buy home 1
participant81 girl like people survey collect information 3
participant81 government use power authority exercise influence 6
participant81 group hold meeting man lift hand 2
participant81 author write book man hear word 1
participant81 case require attention patient need treatment 7
participant81 man wave hand employee start work 3
participant81 page provide datum student reach level 4
participant81 woman drink water system use method 4
participant81 service provide help researcher develop technique 6
participant83 pupil use knowledge company provide system 3
participant83 superpower fight war team win match 2
participant83 programme offer support road cross line 1
participant83 wife pour tea study emphasise need 1
participant83 product satisfy demand commodity meet requirement 7
participant83 page provide datum student reach level 4
participant83 route follow road parent set example 2
participant83 delegate buy land agent sell property 1
participant83 report stress importance company cut cost 2
participant83 woman ask man father stretch arm 1
participant83 charity help people panel discuss issue 4
participant83 question raise head paper address question 4
participant83 customer pay price graduate begin career 1
participant83 committee consider matter study pose problem 5
participant83 worker join party employee leave company 2
participant83 man shut door gentleman close eye 2
participant83 plan increase number design reduce amount 1
participant83 user send message family receive letter 1
participant83 force win battle people play game 5
participant83 member attend conference people share interest 4
participant83 writer read word people remember name 3
participant83 company suffer loss firm cause injury 2
participant83 doctor use test physician pass time 1
participant83 mother leave house school encourage child 1
participant83 project present problem programme face difficulty 4
participant83 medication achieve result drug produce effect 5
participant83 student acquire skill family buy home 1
participant83 girl like people survey collect information 3
participant83 government use power authority exercise influence 6
participant83 group hold meeting man lift hand 2
participant83 author write book man hear word 3
participant83 case require attention patient need treatment 7
participant83 man wave hand employee start work 3
participant83 member express view pupil achieve end 2
participant83 woman drink water system use method 1
participant83 service provide help researcher develop technique 3
participant86 pupil use knowledge authority exercise influence 6
participant86 superpower fight war force win battle 6
participant86 programme offer support service provide help 7
participant86 researcher develop technique government use power 4
participant86 pupil achieve end gentleman close eye 2
participant86 commodity meet requirement charity help people 5
participant86 wife pour tea woman drink water 4
participant86 product satisfy demand study emphasise need 3
participant86 paper address question project present problem 4
participant86 report stress importance firm cause injury 3
participant86 woman ask man user send message 6
participant86 customer pay price company cut cost 4
participant86 committee consider matter panel discuss issue 5
participant86 school encourage child employee leave company 2
participant86 man shut door route follow road 3
participant86 drug produce effect employee start work 5
participant86 parent set example company provide system 4
participant86 graduate begin career company suffer loss 2
participant86 patient need treatment system use method 3
participant86 study pose problem programme face difficulty 5
participant86 agent sell property group hold meeting 2
participant86 member attend conference case require attention 3
participant86 writer read word family receive letter 5
participant86 survey collect information page provide datum 4
participant86 team win match design reduce amount 2
participant86 physician pass time road cross line 1
participant86 man hear word people remember name 5
participant86 mother leave house family buy home 1
participant86 medication achieve result student reach level 7
participant86 student acquire skill doctor use test 4
participant86 man lift hand question raise head 3
participant86 girl like people plan increase number 4
participant86 author write book delegate buy land 2
participant86 people play game worker join party 5
participant86 father stretch arm man wave hand 6
participant86 people share interest member express view 7
participant93 pupil use knowledge authority exercise influence 6
participant93 superpower fight war force win battle 5
participant93 programme offer support service provide help 4
participant93 researcher develop technique government use power 5
participant93 pupil achieve end gentleman close eye 1
participant93 commodity meet requirement charity help people 4
participant93 wife pour tea woman drink water 1
participant93 author write book delegate buy land 1
participant93 paper address question project present problem 4
participant93 report stress importance firm cause injury 2
participant93 agent sell property group hold meeting 1
participant93 customer pay price company cut cost 2
participant93 committee consider matter panel discuss issue 5
participant93 school encourage child employee leave company 1
participant93 man shut door route follow road 2
participant93 drug produce effect employee start work 2
participant93 parent set example company provide system 1
participant93 graduate begin career company suffer loss 2
participant93 patient need treatment system use method 5
participant93 study pose problem programme face difficulty 3
participant93 woman ask man user send message 4
participant93 member attend conference case require attention 2
participant93 writer read word family receive letter 3
participant93 survey collect information page provide datum 4
participant93 team win match design reduce amount 2
participant93 physician pass time road cross line 3
participant93 man hear word people remember name 3
participant93 mother leave house family buy home 3
participant93 medication achieve result student reach level 5
participant93 student acquire skill doctor use test 4
participant93 man lift hand question raise head 3
participant93 girl like people plan increase number 1
participant93 product satisfy demand study emphasise need 5
participant93 people play game worker join party 5
participant93 father stretch arm man wave hand 4
participant93 people share interest member express view 6
participant96 pupil use knowledge student acquire skill 5
participant96 superpower fight war plan increase number 1
participant96 researcher develop technique system use method 5
participant96 pupil achieve end student reach level 5
participant96 people remember name physician pass time 2
participant96 wife pour tea worker join party 2
participant96 paper address question study pose problem 4
participant96 family receive letter survey collect information 4
participant96 member express view company suffer loss 2
participant96 employee start work graduate begin career 7
participant96 delegate buy land mother leave house 3
participant96 panel discuss issue project present problem 6
participant96 report stress importance study emphasise need 6
participant96 agent sell property family buy home 6
participant96 charity help people school encourage child 4
participant96 design reduce amount company cut cost 7
participant96 firm cause injury question raise head 1
participant96 man shut door page provide datum 1
participant96 road cross line route follow road 3
participant96 drug produce effect committee consider matter 3
participant96 user send message man hear word 4
participant96 patient need treatment programme offer support 4
participant96 force win battle commodity meet requirement 4
participant96 member attend conference group hold meeting 5
participant96 team win match people play game 5
participant96 company provide system government use power 2
participant96 medication achieve result man lift hand 2
participant96 gentleman close eye father stretch arm 1
participant96 programme face difficulty parent set example 3
participant96 girl like people woman ask man 4
participant96 author write book writer read word 4
participant96 case require attention customer pay price 2
participant96 man wave hand employee leave company 1
participant96 woman drink water doctor use test 2
participant96 people share interest authority exercise influence 3
participant96 service provide help product satisfy demand 5
participant97 pupil use knowledge company provide system 3
participant97 superpower fight war team win match 4
participant97 programme offer support road cross line 1
participant97 wife pour tea study emphasise need 1
participant97 author write book man hear word 1
participant97 page provide datum student reach level 1
participant97 route follow road parent set example 1
participant97 delegate buy land agent sell property 3
participant97 report stress importance company cut cost 1
participant97 woman ask man father stretch arm 1
participant97 charity help people panel discuss issue 3
participant97 question raise head paper address question 2
participant97 customer pay price graduate begin career 1
participant97 committee consider matter study pose problem 3
participant97 worker join party employee leave company 2
participant97 man shut door gentleman close eye 2
participant97 plan increase number design reduce amount 2
participant97 user send message family receive letter 3
participant97 force win battle people play game 4
participant97 member attend conference people share interest 2
participant97 writer read word people remember name 2
participant97 company suffer loss firm cause injury 2
participant97 doctor use test physician pass time 4
participant97 mother leave house school encourage child 1
participant97 project present problem programme face difficulty 3
participant97 medication achieve result drug produce effect 6
participant97 student acquire skill family buy home 1
participant97 girl like people survey collect information 2
participant97 government use power authority exercise influence 7
participant97 group hold meeting man lift hand 1
participant97 product satisfy demand commodity meet requirement 6
participant97 case require attention patient need treatment 7
participant97 man wave hand employee start work 1
participant97 member express view pupil achieve end 2
participant97 woman drink water system use method 1
participant97 service provide help researcher develop technique 3
participant98 pupil use knowledge authority exercise influence 7
participant98 superpower fight war force win battle 5
participant98 programme offer support service provide help 7
participant98 researcher develop technique government use power 6
participant98 pupil achieve end gentleman close eye 3
participant98 commodity meet requirement charity help people 3
participant98 wife pour tea woman drink water 4
participant98 author write book delegate buy land 2
participant98 paper address question project present problem 6
participant98 report stress importance firm cause injury 3
participant98 agent sell property group hold meeting 4
participant98 customer pay price company cut cost 6
participant98 committee consider matter panel discuss issue 6
participant98 school encourage child employee leave company 2
participant98 man shut door route follow road 3
participant98 drug produce effect employee start work 4
participant98 parent set example company provide system 3
participant98 graduate begin career company suffer loss 3
participant98 patient need treatment system use method 3
participant98 study pose problem programme face difficulty 6
participant98 woman ask man user send message 3
participant98 member attend conference case require attention 4
participant98 writer read word family receive letter 5
participant98 survey collect information page provide datum 7
participant98 team win match design reduce amount 3
participant98 physician pass time road cross line 3
participant98 man hear word people remember name 6
participant98 mother leave house family buy home 5
participant98 medication achieve result student reach level 6
participant98 student acquire skill doctor use test 5
participant98 man lift hand question raise head 3
participant98 girl like people plan increase number 1
participant98 product satisfy demand study emphasise need 6
participant98 people play game worker join party 3
participant98 father stretch arm man wave hand 5
participant98 people share interest member express view 6
participant100 pupil use knowledge company provide system 2
participant100 superpower fight war team win match 4
participant100 programme offer support road cross line 1
participant100 wife pour tea study emphasise need 1
participant100 product satisfy demand commodity meet requirement 6
participant100 page provide datum student reach level 1
participant100 route follow road parent set example 1
participant100 delegate buy land agent sell property 5
participant100 report stress importance company cut cost 1
participant100 woman ask man father stretch arm 1
participant100 charity help people panel discuss issue 1
participant100 question raise head paper address question 2
participant100 medication achieve result drug produce effect 5
participant100 committee consider matter study pose problem 4
participant100 worker join party employee leave company 1
participant100 man shut door gentleman close eye 1
participant100 plan increase number design reduce amount 4
participant100 user send message family receive letter 4
participant100 force win battle people play game 5
participant100 member attend conference people share interest 2
participant100 writer read word people remember name 1
participant100 company suffer loss firm cause injury 4
participant100 doctor use test physician pass time 1
participant100 mother leave house school encourage child 1
participant100 project present problem programme face difficulty 3
participant100 customer pay price graduate begin career 1
participant100 student acquire skill family buy home 1
participant100 girl like people survey collect information 1
participant100 government use power authority exercise influence 6
participant100 group hold meeting man lift hand 1
participant100 author write book man hear word 2
participant100 case require attention patient need treatment 7
participant100 man wave hand employee start work 1
participant100 member express view pupil achieve end 4
participant100 woman drink water system use method 1
participant100 service provide help researcher develop technique 2
participant102 pupil use knowledge authority exercise influence 5
participant102 superpower fight war force win battle 5
participant102 programme offer support service provide help 6
participant102 researcher develop technique government use power 2
participant102 pupil achieve end gentleman close eye 2
participant102 commodity meet requirement charity help people 4
participant102 wife pour tea woman drink water 2
participant102 author write book delegate buy land 1
participant102 paper address question project present problem 5
participant102 report stress importance firm cause injury 1
participant102 agent sell property group hold meeting 1
participant102 medication achieve result student reach level 5
participant102 committee consider matter panel discuss issue 5
participant102 school encourage child employee leave company 1
participant102 man shut door route follow road 1
participant102 drug produce effect employee start work 2
participant102 parent set example company provide system 2
participant102 graduate begin career company suffer loss 2
participant102 patient need treatment system use method 3
participant102 study pose problem programme face difficulty 4
participant102 woman ask man user send message 5
participant102 member attend conference case require attention 2
participant102 writer read word family receive letter 2
participant102 survey collect information page provide datum 2
participant102 team win match design reduce amount 1
participant102 physician pass time road cross line 2
participant102 man hear word people remember name 1
participant102 mother leave house family buy home 1
participant102 customer pay price company cut cost 2
participant102 student acquire skill doctor use test 2
participant102 man lift hand question raise head 2
participant102 girl like people plan increase number 1
participant102 product satisfy demand study emphasise need 2
participant102 people play game worker join party 4
participant102 father stretch arm man wave hand 5
participant102 people share interest member express view 7
participant103 pupil use knowledge company provide system 1
participant103 superpower fight war team win match 3
participant103 programme offer support road cross line 2
participant103 wife pour tea study emphasise need 2
participant103 author write book man hear word 2
participant103 page provide datum student reach level 2
participant103 route follow road parent set example 2
participant103 delegate buy land agent sell property 3
participant103 report stress importance company cut cost 1
participant103 woman ask man father stretch arm 1
participant103 charity help people panel discuss issue 4
participant103 question raise head paper address question 1
participant103 medication achieve result drug produce effect 5
participant103 committee consider matter study pose problem 4
participant103 worker join party employee leave company 3
participant103 man shut door gentleman close eye 1
participant103 plan increase number design reduce amount 3
participant103 user send message family receive letter 2
participant103 force win battle people play game 3
participant103 member attend conference people share interest 3
participant103 writer read word people remember name 2
participant103 company suffer loss firm cause injury 2
participant103 doctor use test physician pass time 1
participant103 mother leave house school encourage child 1
participant103 project present problem programme face difficulty 2
participant103 customer pay price graduate begin career 2
participant103 student acquire skill family buy home 2
participant103 girl like people survey collect information 1
participant103 government use power authority exercise influence 5
participant103 group hold meeting man lift hand 1
participant103 product satisfy demand commodity meet requirement 6
participant103 case require attention patient need treatment 6
participant103 man wave hand employee start work 1
participant103 member express view pupil achieve end 2
participant103 woman drink water system use method 2
participant103 service provide help researcher develop technique 2
participant107 pupil use knowledge student acquire skill 7
participant107 superpower fight war plan increase number 3
participant107 researcher develop technique system use method 5
participant107 pupil achieve end student reach level 6
participant107 people remember name physician pass time 3
participant107 wife pour tea worker join party 2
participant107 paper address question study pose problem 6
participant107 family receive letter survey collect information 6
participant107 member express view company suffer loss 3
participant107 employee start work graduate begin career 6
participant107 delegate buy land mother leave house 1
participant107 panel discuss issue project present problem 7
participant107 report stress importance study emphasise need 7
participant107 agent sell property family buy home 4
participant107 charity help people school encourage child 6
participant107 design reduce amount company cut cost 7
participant107 firm cause injury question raise head 2
participant107 man shut door page provide datum 1
participant107 road cross line route follow road 5
participant107 drug produce effect committee consider matter 4
participant107 user send message man hear word 5
participant107 patient need treatment programme offer support 3
participant107 force win battle commodity meet requirement 5
participant107 member attend conference group hold meeting 6
participant107 team win match people play game 4
participant107 company provide system government use power 5
participant107 medication achieve result man lift hand 2
participant107 gentleman close eye father stretch arm 1
participant107 programme face difficulty parent set example 3
participant107 girl like people woman ask man 1
participant107 author write book writer read word 3
participant107 case require attention customer pay price 4
participant107 man wave hand employee leave company 1
participant107 woman drink water doctor use test 2
participant107 people share interest authority exercise influence 5
participant107 service provide help product satisfy demand 5
participant110 pupil use knowledge authority exercise influence 5
participant110 superpower fight war force win battle 4
participant110 programme offer support service provide help 5
participant110 researcher develop technique government use power 3
participant110 pupil achieve end gentleman close eye 2
participant110 commodity meet requirement charity help people 2
participant110 wife pour tea woman drink water 1
participant110 author write book delegate buy land 1
participant110 paper address question project present problem 3
participant110 report stress importance firm cause injury 1
participant110 woman ask man user send message 1
participant110 customer pay price company cut cost 1
participant110 committee consider matter panel discuss issue 1
participant110 school encourage child employee leave company 1
participant110 man shut door route follow road 1
participant110 drug produce effect employee start work 1
participant110 parent set example company provide system 1
participant110 graduate begin career company suffer loss 1
participant110 patient need treatment system use method 1
participant110 study pose problem programme face difficulty 1
participant110 agent sell property group hold meeting 2
participant110 member attend conference case require attention 1
participant110 writer read word family receive letter 2
participant110 survey collect information page provide datum 3
participant110 team win match design reduce amount 1
participant110 physician pass time road cross line 1
participant110 man hear word people remember name 1
participant110 mother leave house family buy home 1
participant110 medication achieve result student reach level 6
participant110 student acquire skill doctor use test 3
participant110 man lift hand question raise head 4
participant110 girl like people plan increase number 1
participant110 product satisfy demand study emphasise need 1
participant110 people play game worker join party 4
participant110 father stretch arm man wave hand 4
participant110 people share interest member express view 5
participant111 pupil use knowledge authority exercise influence 3
participant111 superpower fight war force win battle 2
participant111 programme offer support service provide help 6
participant111 researcher develop technique government use power 2
participant111 pupil achieve end gentleman close eye 2
participant111 commodity meet requirement charity help people 3
participant111 wife pour tea woman drink water 1
participant111 author write book delegate buy land 1
participant111 paper address question project present problem 3
participant111 report stress importance firm cause injury 1
participant111 agent sell property group hold meeting 1
participant111 medication achieve result student reach level 2
participant111 committee consider matter panel discuss issue 2
participant111 school encourage child employee leave company 1
participant111 man shut door route follow road 1
participant111 drug produce effect employee start work 1
participant111 parent set example company provide system 3
participant111 graduate begin career company suffer loss 1
participant111 patient need treatment system use method 1
participant111 study pose problem programme face difficulty 3
participant111 woman ask man user send message 1
participant111 member attend conference case require attention 1
participant111 writer read word family receive letter 4
participant111 survey collect information page provide datum 2
participant111 team win match design reduce amount 1
participant111 physician pass time road cross line 3
participant111 man hear word people remember name 1
participant111 mother leave house family buy home 2
participant111 customer pay price company cut cost 1
participant111 student acquire skill doctor use test 3
participant111 man lift hand question raise head 7
participant111 girl like people plan increase number 1
participant111 product satisfy demand study emphasise need 4
participant111 people play game worker join party 5
participant111 father stretch arm man wave hand 5
participant111 people share interest member express view 5
participant112 pupil use knowledge company provide system 5
participant112 superpower fight war team win match 2
participant112 programme offer support road cross line 6
participant112 wife pour tea study emphasise need 3
participant112 author write book man hear word 2
participant112 page provide datum student reach level 2
participant112 route follow road parent set example 2
participant112 delegate buy land agent sell property 1
participant112 report stress importance company cut cost 4
participant112 woman ask man father stretch arm 1
participant112 charity help people panel discuss issue 6
participant112 question raise head paper address question 6
participant112 customer pay price graduate begin career 4
participant112 committee consider matter study pose problem 3
participant112 worker join party employee leave company 2
participant112 man shut door gentleman close eye 1
participant112 plan increase number design reduce amount 1
participant112 user send message family receive letter 1
participant112 force win battle people play game 7
participant112 member attend conference people share interest 6
participant112 writer read word people remember name 2
participant112 company suffer loss firm cause injury 2
participant112 doctor use test physician pass time 2
participant112 mother leave house school encourage child 1
participant112 project present problem programme face difficulty 7
participant112 medication achieve result drug produce effect 6
participant112 student acquire skill family buy home 2
participant112 girl like people survey collect information 1
participant112 government use power authority exercise influence 7
participant112 group hold meeting man lift hand 1
participant112 product satisfy demand commodity meet requirement 7
participant112 case require attention patient need treatment 6
participant112 man wave hand employee start work 1
participant112 member express view pupil achieve end 4
participant112 woman drink water system use method 2
participant112 service provide help researcher develop technique 5
participant113 pupil use knowledge authority exercise influence 5
participant113 superpower fight war force win battle 7
participant113 programme offer support service provide help 7
participant113 researcher develop technique government use power 4
participant113 pupil achieve end gentleman close eye 4
participant113 commodity meet requirement charity help people 2
participant113 wife pour tea woman drink water 5
participant113 author write book delegate buy land 1
participant113 paper address question project present problem 6
participant113 report stress importance firm cause injury 1
participant113 agent sell property group hold meeting 2
participant113 medication achieve result student reach level 7
participant113 committee consider matter panel discuss issue 6
participant113 school encourage child employee leave company 1
participant113 man shut door route follow road 1
participant113 drug produce effect employee start work 7
participant113 parent set example company provide system 7
participant113 graduate begin career company suffer loss 1
participant113 patient need treatment system use method 2
participant113 study pose problem programme face difficulty 6
participant113 woman ask man user send message 6
participant113 member attend conference case require attention 3
participant113 writer read word family receive letter 6
participant113 survey collect information page provide datum 1
participant113 team win match design reduce amount 1
participant113 physician pass time road cross line 1
participant113 man hear word people remember name 5
participant113 mother leave house family buy home 7
participant113 customer pay price company cut cost 6
participant113 student acquire skill doctor use test 7
participant113 man lift hand question raise head 4
participant113 girl like people plan increase number 1
participant113 product satisfy demand study emphasise need 1
participant113 people play game worker join party 1
participant113 father stretch arm man wave hand 3
participant113 people share interest member express view 5
participant115 pupil use knowledge student acquire skill 4
participant115 superpower fight war plan increase number 1
participant115 researcher develop technique system use method 7
participant115 pupil achieve end student reach level 5
participant115 people remember name physician pass time 1
participant115 wife pour tea worker join party 4
participant115 paper address question study pose problem 5
participant115 family receive letter survey collect information 3
participant115 member express view company suffer loss 1
participant115 employee start work graduate begin career 7
participant115 delegate buy land mother leave house 3
participant115 panel discuss issue project present problem 3
participant115 report stress importance study emphasise need 3
participant115 agent sell property family buy home 4
participant115 charity help people school encourage child 6
participant115 design reduce amount company cut cost 7
participant115 firm cause injury question raise head 2
participant115 man shut door page provide datum 1
participant115 road cross line route follow road 3
participant115 drug produce effect committee consider matter 3
participant115 user send message man hear word 4
participant115 patient need treatment programme offer support 1
participant115 force win battle commodity meet requirement 3
participant115 member attend conference group hold meeting 6
participant115 team win match people play game 7
participant115 company provide system government use power 4
participant115 medication achieve result man lift hand 1
participant115 gentleman close eye father stretch arm 4
participant115 programme face difficulty parent set example 3
participant115 girl like people woman ask man 6
participant115 author write book writer read word 4
participant115 case require attention customer pay price 1
participant115 man wave hand employee leave company 7
participant115 woman drink water doctor use test 2
participant115 people share interest authority exercise influence 1
participant115 service provide help product satisfy demand 1
participant121 pupil use knowledge student acquire skill 1
participant121 superpower fight war plan increase number 1
participant121 researcher develop technique system use method 1
participant121 pupil achieve end student reach level 5
participant121 people remember name physician pass time 1
participant121 wife pour tea worker join party 1
participant121 paper address question study pose problem 1
participant121 family receive letter survey collect information 5
participant121 member express view company suffer loss 1
participant121 employee start work graduate begin career 6
participant121 delegate buy land mother leave house 1
participant121 panel discuss issue project present problem 2
participant121 report stress importance study emphasise need 7
participant121 agent sell property family buy home 1
participant121 charity help people school encourage child 1
participant121 design reduce amount company cut cost 7
participant121 firm cause injury question raise head 1
participant121 man shut door page provide datum 1
participant121 road cross line route follow road 1
participant121 drug produce effect committee consider matter 1
participant121 user send message man hear word 1
participant121 patient need treatment programme offer support 1
participant121 force win battle commodity meet requirement 4
participant121 member attend conference group hold meeting 1
participant121 team win match people play game 1
participant121 company provide system government use power 1
participant121 medication achieve result man lift hand 1
participant121 gentleman close eye father stretch arm 1
participant121 programme face difficulty parent set example 1
participant121 girl like people woman ask man 1
participant121 author write book writer read word 1
participant121 case require attention customer pay price 1
participant121 man wave hand employee leave company 2
participant121 woman drink water doctor use test 1
participant121 people share interest authority exercise influence 1
participant121 service provide help product satisfy demand 5
participant122 pupil use knowledge company provide system 5
participant122 superpower fight war team win match 5
participant122 programme offer support road cross line 1
participant122 wife pour tea study emphasise need 1
participant122 author write book man hear word 6
participant122 member express view pupil achieve end 2
participant122 route follow road parent set example 2
participant122 delegate buy land agent sell property 7
participant122 report stress importance company cut cost 1
participant122 woman ask man father stretch arm 2
participant122 charity help people panel discuss issue 4
participant122 question raise head paper address question 7
participant122 medication achieve result drug produce effect 7
participant122 committee consider matter study pose problem 6
participant122 worker join party employee leave company 1
participant122 man shut door gentleman close eye 7
participant122 plan increase number design reduce amount 6
participant122 user send message family receive letter 5
participant122 force win battle people play game 5
participant122 member attend conference people share interest 3
participant122 writer read word people remember name 6
participant122 company suffer loss firm cause injury 5
participant122 doctor use test physician pass time 1
participant122 mother leave house school encourage child 1
participant122 project present problem programme face difficulty 5
participant122 customer pay price graduate begin career 2
participant122 student acquire skill family buy home 3
participant122 girl like people survey collect information 1
participant122 government use power authority exercise influence 7
participant122 group hold meeting man lift hand 5
participant122 product satisfy demand commodity meet requirement 5
participant122 case require attention patient need treatment 7
participant122 man wave hand employee start work 1
participant122 page provide datum student reach level 3
participant122 woman drink water system use method 2
participant122 service provide help researcher develop technique 3
participant125 pupil use knowledge company provide system 6
participant125 superpower fight war team win match 7
participant125 programme offer support road cross line 1
participant125 wife pour tea study emphasise need 1
participant125 author write book man hear word 1
participant125 page provide datum student reach level 1
participant125 route follow road parent set example 7
participant125 delegate buy land agent sell property 1
participant125 report stress importance company cut cost 1
participant125 woman ask man father stretch arm 1
participant125 charity help people panel discuss issue 1
participant125 question raise head paper address question 7
participant125 medication achieve result drug produce effect 7
participant125 committee consider matter study pose problem 1
participant125 worker join party employee leave company 1
participant125 man shut door gentleman close eye 7
participant125 plan increase number design reduce amount 2
participant125 user send message family receive letter 1
participant125 force win battle people play game 7
participant125 member attend conference people share interest 1
participant125 writer read word people remember name 2
participant125 company suffer loss firm cause injury 1
participant125 doctor use test physician pass time 1
participant125 mother leave house school encourage child 1
participant125 project present problem programme face difficulty 7
participant125 customer pay price graduate begin career 1
participant125 student acquire skill family buy home 1
participant125 girl like people survey collect information 1
participant125 government use power authority exercise influence 7
participant125 group hold meeting man lift hand 2
participant125 product satisfy demand commodity meet requirement 7
participant125 case require attention patient need treatment 7
participant125 man wave hand employee start work 1
participant125 member express view pupil achieve end 7
participant125 woman drink water system use method 7
participant125 service provide help researcher develop technique 7
participant130 pupil use knowledge authority exercise influence 7
participant130 superpower fight war force win battle 4
participant130 programme offer support service provide help 7
participant130 researcher develop technique government use power 4
participant130 pupil achieve end gentleman close eye 1
participant130 commodity meet requirement charity help people 2
participant130 wife pour tea woman drink water 3
participant130 product satisfy demand study emphasise need 3
participant130 paper address question project present problem 6
participant130 report stress importance firm cause injury 1
participant130 agent sell property group hold meeting 1
participant130 customer pay price company cut cost 2
participant130 committee consider matter panel discuss issue 4
participant130 school encourage child employee leave company 1
participant130 man shut door route follow road 1
participant130 drug produce effect employee start work 3
participant130 parent set example company provide system 3
participant130 graduate begin career company suffer loss 1
participant130 patient need treatment system use method 2
participant130 study pose problem programme face difficulty 6
participant130 woman ask man user send message 4
participant130 member attend conference case require attention 1
participant130 writer read word family receive letter 6
participant130 survey collect information page provide datum 5
participant130 team win match design reduce amount 1
participant130 physician pass time road cross line 1
participant130 man hear word people remember name 4
participant130 mother leave house family buy home 3
participant130 medication achieve result student reach level 6
participant130 student acquire skill doctor use test 4
participant130 man lift hand question raise head 2
participant130 girl like people plan increase number 1
participant130 author write book delegate buy land 1
participant130 people play game worker join party 3
participant130 father stretch arm man wave hand 3
participant130 people share interest member express view 4
participant138 pupil use knowledge student acquire skill 5
participant138 superpower fight war plan increase number 1
participant138 researcher develop technique system use method 6
participant138 pupil achieve end student reach level 6
participant138 people remember name physician pass time 1
participant138 wife pour tea worker join party 6
participant138 paper address question study pose problem 7
participant138 family receive letter survey collect information 7
participant138 member express view company suffer loss 3
participant138 employee start work graduate begin career 7
participant138 delegate buy land mother leave house 1
participant138 panel discuss issue project present problem 6
participant138 report stress importance study emphasise need 7
participant138 agent sell property family buy home 1
participant138 charity help people school encourage child 5
participant138 design reduce amount company cut cost 7
participant138 firm cause injury question raise head 3
participant138 man shut door page provide datum 1
participant138 road cross line route follow road 6
participant138 drug produce effect committee consider matter 1
participant138 user send message man hear word 1
